0.011275,0.0046943,0.025752,0.00092161,1.59E-07,0.0077182,3.70E-05,0.017375,0.00071398,0.0071172,0.00050085,0.00159,0.0020222,0.0042203,0.0051239,0.03597,0.003148,0.0066865,4.93E-06,0.0097486,0.0167,0.013419,0.013064,0.012345,4.98E-06,0.02155,0.027071
0.016793,0.0061842,0.023004,0.00085698,1.44E-04,0.03311,1.20E-05,0.0082825,3.88E-06,0.012423,0.00040388,0.00013148,5.85E-03,0.0023257,0.0076217,0.04967,3.97E-03,0.0080213,0.00084457,0.019663,0.020912,0.039424,0.016686,0.046849,0.00015157,0.022582,0.024015
0.0072205,0.068451,0.026247,9.06E-05,3.57E-04,0.017397,0.00023568,0.011587,5.66E-06,0.018103,0.0014241,2.07E-06,3.73E-03,0.0031177,0.027572,0.036007,1.34E-02,0.028521,3.66E-05,0.014702,0.023956,0.049353,0.031211,0.015848,0.0035531,0.01538,0.012654
0.022636,0.0054162,0.019639,2.69E-05,5.70E-07,0.01388,1.22E-05,0.0057837,1.51E-06,0.016662,0.0014051,2.92E-06,1.07E-03,0.0010237,0.0042546,0.034515,0.00036053,0.0050325,1.21E-05,0.0065954,0.021476,0.017652,0.0084929,0.013826,1.03E-06,0.02404,0.023331
0.018445,0.0053438,0.013,7.30E-05,5.39E-05,0.018635,0.0025572,0.0092675,6.39E-03,0.01579,0.0016303,0.00025923,3.28E-03,0.00086544,0.0040559,0.03033,0.0013557,0.0023927,0.00028265,0.01142,0.012445,0.016889,0.0093352,0.014736,5.87E-06,0.018586,0.013575
0.0090258,0.067322,0.024127,3.72E-05,2.30E-04,0.045026,0.00061511,0.014792,0.007435,0.020369,0.0016493,0.0037243,1.08E-02,0.010001,0.026724,0.059744,0.0087864,0.027399,0.001261,0.020812,0.037674,0.06872,0.030707,0.041122,0.0038251,0.025344,0.011327
0.0094242,0.007378,0.022013,0.0030841,7.88E-04,0.020795,0.00067505,0.01906,0.0007757,0.011808,6.50E-05,0.0010534,5.20E-04,0.0037262,0.0095525,0.036293,0.0033763,0.0092446,0.00010101,0.0045732,0.017152,0.02292,0.021784,0.014083,0.00071373,0.010378,0.018498
9.37E-03,0.0048924,0.020343,0.0027366,3.73E-04,0.021163,3.54E-06,0.01389,0.0074714,0.014679,0.0010919,0.0035973,0.0021008,0.0038659,0.0063903,0.023429,0.0039509,0.0065121,0.00036797,0.0029414,0.01434,0.023408,0.012135,0.017103,1.91E-05,0.0073266,0.015973
8.30E-03,0.0077602,0.0074758,0.00020889,9.31E-04,0.023041,4.90E-07,0.019525,2.68E-03,0.0080667,0.0079415,0.0013171,0.0018553,0.0040085,0.0090965,0.038472,0.0047797,0.010756,0.00019015,0.0061946,0.01233,0.019034,0.022895,0.015691,0.0037503,0.0035731,0.013316
8.55E-03,0.0084087,0.015211,1.49E-05,1.40E-04,0.028565,0.00018542,0.015157,9.06E-06,0.0063905,5.03E-05,1.69E-06,0.0024556,0.0025556,0.0082441,0.041999,0.0029389,0.005687,4.72E-06,0.002895,0.021299,0.031843,0.013028,0.02033,1.43E-05,0.010406,0.019176
1.27E-02,0.066952,0.010333,0.0006082,5.67E-06,0.029826,0.00051443,0.016948,3.29E-06,0.010777,0.0026601,2.26E-07,0.0047374,0.011876,0.065231,0.039404,0.0097247,0.06289,3.17E-06,0.016442,0.019625,0.02473,0.064723,0.02056,3.63E-06,0.019544,0.021236
3.15E-03,0.0027469,0.0066961,1.07E-05,1.37E-04,0.036916,9.52E-06,0.0075264,3.55E-06,0.0027465,4.80E-05,5.62E-06,0.0032739,0.0023766,0.0062937,0.02913,0.0025939,0.0051684,6.03E-06,0.0030042,0.011425,0.03533,0.0063018,0.033652,0.0045629,0.0077254,0.0040579
1.60E-02,0.0060893,0.031926,6.78E-05,1.51E-04,0.053423,2.19E-05,0.0070033,1.56E-07,0.0066396,0.00038236,1.40E-05,0.010317,0.0095616,0.0071903,0.056766,0.0090478,0.012008,1.03E-05,0.019679,0.032555,0.055662,0.013728,0.046675,0.0036933,0.030107,0.0068834
1.06E-02,0.0088492,0.021339,1.43E-05,1.49E-04,0.061373,7.98E-06,0.011208,1.08E-04,0.0058111,0.00044487,0.00015207,0.012743,0.0045644,0.0080517,0.051071,0.0045372,0.0086913,6.40E-06,0.007724,0.033657,0.058908,0.015262,0.042722,0.0044214,0.02096,0.017055
1.64E-02,0.027637,0.023983,0.0003405,8.60E-04,0.027241,0.0062645,0.02305,0.003171,0.0079274,0.0083176,0.0002464,0.0069713,0.023693,0.037989,0.052395,0.01392,0.041229,0.0013247,0.0098322,0.017248,0.027662,0.036386,0.035271,0.0044625,0.01221,0.024965
7.41E-03,0.0071657,0.017844,2.86E-07,9.78E-05,0.019463,0.00017997,0.020734,0.00018896,0.0059878,0.00098269,7.29E-06,0.002813,0.0039759,0.0042896,0.032894,0.0068466,0.0050888,9.87E-05,0.0046352,0.013764,0.020508,0.01788,0.018198,0.00038516,0.0047545,0.021608
6.30E-03,0.0042961,0.024486,0.00010617,1.77E-05,0.022423,2.61E-05,0.018093,1.64E-05,0.015562,0.0018262,0.0003695,0.0031404,0.0041395,0.003793,0.048148,0.0025259,0.0041275,1.21E-05,0.0066696,0.012539,0.017126,0.0071801,0.013897,1.53E-05,0.008352,0.025252
1.98E-02,0.0018707,0.024076,2.04E-05,8.96E-05,0.02265,0.00016823,0.0045117,0.00010826,0.0078526,3.63E-05,9.37E-06,0.0013129,0.00022739,0.0022831,0.031939,0.0022462,0.0057594,0.00010739,0.010264,0.02637,0.015387,0.0079367,0.015612,1.21E-05,0.029204,0.015371
1.06E-02,0.0091914,0.018581,1.61E-07,4.71E-07,0.031149,1.45E-07,0.012709,0.00010405,0.007644,4.28E-05,1.09E-06,0.003524,0.003587,0.0084604,0.044239,0.0049495,0.019634,1.97E-06,0.005446,0.035759,0.026325,0.021533,0.025646,0.00077797,0.011621,0.015245
2.83E-02,0.015472,0.020601,7.22E-05,0.0001338,0.043703,1.31E-05,0.0086936,3.07E-06,0.012398,0.00080433,1.00E-05,0.0046617,0.0064971,0.015801,0.065895,0.0078133,0.014155,9.38E-06,0.018265,0.03894,0.052141,0.017124,0.027545,6.19E-06,0.027365,0.025129
